DISTRIBUTOR_SENDER_ID;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME;DISTRIBUTOR_ORDER_TAKING_BRANCH_ID;DISTRIBUTOR_SHIP_DATE;DISTRIBUTOR_INVOICE_DATE;DISTRIBUTOR_INVOICE_NUMBER;DISTRIBUTOR_INVOICE_LINE_ITEM;BILL_TO_CUSTOMER_DUNS_NUMBER;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER;BILL_TO_CUSTOMER_NAME;BILL_TO_CUSTOMER_BILLING_ADDRESS1;BILL_TO_CUSTOMER_BILLING_ADDRESS2;BILL_TO_CUSTOMER_CITY;BILL_TO_CUSTOMER_STATE;BILL_TO_CUSTOMER_ZIP;BILL_TO_CUSTOMER_COUNTRY;SHIP_TO_CUSTOMER_DUNS_NUMBER;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER;SHIP_TO_CUSTOMER_CUSTOMER_NAME;SHIP_TO_CUSTOMER_ADDRESS1;SHIP_TO_CUSTOMER_ADDRESS2;SHIP_TO_CUSTOMER_CITY;SHIP_TO_CUSTOMER_STATE;SHIP_TO_CUSTOMER_ZIP;SHIP_TO_CUSTOMER_COUNTRY;VENDOR_ITEM_NUMBER;VENDOR_ITEM_OPTIONS;ITEM_DESCRIPTION;PRODUCT_FAMILY;QUANTITY;QUANTITY_UNIT_OF_MEASURE;UNIT_REPLENISHMENT_COST;EXTENDED_REPLENISHMENT_COST;UNIT_COST;EXTENDED_COST_OF_GOODS_SOLD;COST_UNIT_OF_MEASURE;CURRENCY_CODE;REBATE_NUMBER;;;;;
Tea & Trade Ltd.;0;34;;2024-03-26;331cc32f4afed5cf87b5f77898c48284;2;0;0;BILL_TO_CUSTOMER_NAME 010;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 009;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 010;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 009;GB;5SY4106-7;0;0;0;5;0;0;0;11.29;56.45;0;GBP;0;;;;;
Tea & Trade Ltd.;0;2;;2023-10-24;3324e06241d5291678d332c1edcb0c93;1;0;0;BILL_TO_CUSTOMER_NAME 003;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 027;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 003;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 027;GB;3SU10516AA200AA0;0;0;0;13;0;0;0;2.1;27.3;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-07-10;332fc67fc24adce9b008732431f1ab28;1;0;0;BILL_TO_CUSTOMER_NAME 029;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 030;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 029;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 030;GB;3SU1400-1AA10-3BA0;0;0;0;4;0;0;0;2.39;9.56;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-07-10;332fc67fc24adce9b008732431f1ab28;2;0;0;BILL_TO_CUSTOMER_NAME 029;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 030;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 029;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 030;GB;3SU1400-1AA10-3BA0;0;0;0;2;0;0;0;2.39;4.78;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-09-04;335b9c719d0aa68aac979466ccad86ba;1;0;0;BILL_TO_CUSTOMER_NAME 039;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 044;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 039;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 044;GB;3SU1400-1AA10-1CA0;0;0;0;1;0;0;0;2.33;2.33;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-06-06;3364582ad697199351748d12ad72de42;1;0;0;BILL_TO_CUSTOMER_NAME 030;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 033;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 030;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 033;GB;3SU12006KF101AA0;0;0;0;5;0;0;0;17.55;87.75;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-04-03;3369ca582cff63bccdab2536f31168ae;1;0;0;BILL_TO_CUSTOMER_NAME 030;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 033;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 030;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 033;GB;3NW1300-0HG;0;0;0;5;0;0;0;19.18;95.9;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-07-15;33917e29ae05af65e9fd59bf959401c5;1;0;0;BILL_TO_CUSTOMER_NAME 019;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 014;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 019;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 014;GB;3SU1401-1BB60-3AA0;0;0;0;3;0;0;0;3.91;11.73;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2024-01-26;33964b39d0d1a881bb8e080bc3bab2d9;1;0;0;BILL_TO_CUSTOMER_NAME 003;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 027;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 003;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 027;GB;3RF2340-1AA02;0;0;0;1;0;0;0;38.69;38.69;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2024-01-26;33964b39d0d1a881bb8e080bc3bab2d9;2;0;0;BILL_TO_CUSTOMER_NAME 003;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 027;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 003;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 027;GB;3RF2340-1AA02;0;0;0;1;0;0;0;38.69;38.69;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-07-04;33966b87a7a96a9a4f7a98af3312ef4a;1;0;0;BILL_TO_CUSTOMER_NAME 052;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 052;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 052;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 052;GB;5SY4340-7;0;0;0;6;0;0;0;47;282;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2023-12-19;33a0b57af5835255fa471edd8e4d17cb;1;0;0;BILL_TO_CUSTOMER_NAME 030;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 033;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 030;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 033;GB;3SU1400-1AA10-3BA0;0;0;0;80;0;0;0;2.39;191.2;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-08-06;33c5167d33a2cfadd472f20a2f59c4d9;1;0;0;BILL_TO_CUSTOMER_NAME 048;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 010;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 048;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 010;GB;3LD2264-0TB53;0;0;0;7;0;0;0;29.84;208.88;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-07-02;3423b51a84e86f8ca8e467083e01c188;1;0;0;BILL_TO_CUSTOMER_NAME 051;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 053;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 051;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 053;GB;3SU1550-0AA10-0AA0;0;0;0;2;0;0;0;1.62;3.24;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-02-07;345e89b0dda84f8ad56ea7f3ae8e762b;1;0;0;BILL_TO_CUSTOMER_NAME 053;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 039;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 053;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 039;GB;3RV2011-1HA10;0;0;0;1;0;0;0;32.02;32.02;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-05-08;346a6823796c8111ce4f9c1004550934;1;0;0;BILL_TO_CUSTOMER_NAME 044;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 029;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 044;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 029;GB;3SU1050-1HB20-0AA0;0;0;0;2;0;0;0;10.51;21.02;0;GBP;0;;;;;
Tea & Trade Ltd.;0;2;;2023-10-26;348f705a6c57449fdea3f28409ab39d7;1;0;0;BILL_TO_CUSTOMER_NAME 003;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 027;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 003;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 027;GB;3SU14001AA101BA0;0;0;0;10;0;0;0;2.29;22.9;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-06-10;34bc015c9c5a87dbcb5025537f855adb;1;0;0;BILL_TO_CUSTOMER_NAME 005;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 003;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 005;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 003;GB;3SU1550-0AA10-0AA0;0;0;0;1;0;0;0;1.62;1.62;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-07-25;34c2bbf417ec5495e26bc1c36eaf3e0d;1;0;0;BILL_TO_CUSTOMER_NAME 003;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 027;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 003;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 027;GB;3SU1550-0AA10-0AA0;0;0;0;1;0;0;0;1.62;1.62;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2024-01-19;34efa68ef146386b5616b3865c5353af;1;0;0;BILL_TO_CUSTOMER_NAME 027;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 020;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 027;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 020;GB;3RH1921-2CA01;0;0;0;1;0;0;0;1.97;1.97;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-03-19;34f541691e21d29bbf7b2cc3a4c4dead;1;0;0;BILL_TO_CUSTOMER_NAME 030;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 033;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 030;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 033;GB;3RT2017-2BB41;0;0;0;30;0;0;0;22.27;668.1;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2024-01-17;350bbe4cde2af85628d9075bb84afb99;1;0;0;BILL_TO_CUSTOMER_NAME 029;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 030;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 029;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 030;GB;3SU19000KH800AA0;0;0;0;2;0;0;0;4.04;8.08;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2023-11-01;354350f0fdb55bf42a9b62f81cc585f9;1;0;0;BILL_TO_CUSTOMER_NAME 025;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 042;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 025;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 042;GB;5SY4106-7;0;0;0;1;0;0;0;11.09;11.09;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-09-10;3558e8fb5fc5d6b3bb7e266776cc9e67;1;0;0;BILL_TO_CUSTOMER_NAME 019;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 014;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 019;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 014;GB;3SU1052-2BL60-0AA0;0;0;0;6;0;0;0;5.45;32.7;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2023-11-03;356db09f339621560152206662d8f772;1;0;0;BILL_TO_CUSTOMER_NAME 042;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 046;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 042;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 046;GB;3SU1550-0AA10-0AA0;0;0;0;5;0;0;0;1.59;7.95;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-07-01;35860d24a5839fbe6f8fe8d5c42d05a5;1;0;0;BILL_TO_CUSTOMER_NAME 010;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 009;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 010;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 009;GB;5SU1356-1KK06;0;0;0;1;0;0;0;70.37;70.37;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2023-11-20;3589b681401eac58a81492698dfd7baf;1;0;0;BILL_TO_CUSTOMER_NAME 055;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 041;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 055;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 041;GB;3RT2016-1AP01;0;0;0;1;0;0;0;15.41;15.41;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2023-12-11;358ddf581044536d05e426fd13794a7b;1;0;0;BILL_TO_CUSTOMER_NAME 030;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 033;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 030;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 033;GB;3SU1401-1BB60-3AA0;0;0;0;40;0;0;0;3.91;156.4;0;GBP;0;;;;;
Tea & Trade Ltd.;0;2;;2023-10-26;359df4ff26dad4a2343e99885f62dbdc;1;0;0;BILL_TO_CUSTOMER_NAME 003;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 027;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 003;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 027;GB;3SU14011BB301AA0;0;0;0;2;0;0;0;3.68;7.36;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-06-25;35a8067eeeb97e252155be3d54d5780a;1;0;0;BILL_TO_CUSTOMER_NAME 017;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 023;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 017;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 023;GB;3SU1052-2BF60-0AA0;0;0;0;2;0;0;0;5.45;10.9;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-08-19;35ae9599562e6bc97aa80e8baa445b24;1;0;0;BILL_TO_CUSTOMER_NAME 037;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 012;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 037;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 012;GB;3SU1550-0AA10-0AA0;0;0;0;9;0;0;0;1.62;14.58;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-08-19;35ae9599562e6bc97aa80e8baa445b24;2;0;0;BILL_TO_CUSTOMER_NAME 037;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 012;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 037;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 012;GB;3SU1550-0AA10-0AA0;0;0;0;9;0;0;0;1.62;14.58;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-08-19;35ae9599562e6bc97aa80e8baa445b24;3;0;0;BILL_TO_CUSTOMER_NAME 037;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 012;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 037;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 012;GB;3SU1550-0AA10-0AA0;0;0;0;9;0;0;0;1.62;14.58;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-08-19;35ae9599562e6bc97aa80e8baa445b24;4;0;0;BILL_TO_CUSTOMER_NAME 037;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 012;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 037;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 012;GB;3SU1550-0AA10-0AA0;0;0;0;9;0;0;0;1.62;14.58;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-08-19;35ae9599562e6bc97aa80e8baa445b24;5;0;0;BILL_TO_CUSTOMER_NAME 037;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 012;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 037;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 012;GB;3SU1550-0AA10-0AA0;0;0;0;9;0;0;0;1.62;14.58;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-08-19;35ae9599562e6bc97aa80e8baa445b24;6;0;0;BILL_TO_CUSTOMER_NAME 037;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 012;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 037;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 012;GB;3SU1550-0AA10-0AA0;0;0;0;9;0;0;0;1.62;14.58;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-08-19;35ae9599562e6bc97aa80e8baa445b24;7;0;0;BILL_TO_CUSTOMER_NAME 037;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 012;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 037;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 012;GB;3SU1550-0AA10-0AA0;0;0;0;9;0;0;0;1.62;14.58;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-08-19;35ae9599562e6bc97aa80e8baa445b24;8;0;0;BILL_TO_CUSTOMER_NAME 037;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 012;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 037;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 012;GB;3SU1550-0AA10-0AA0;0;0;0;9;0;0;0;1.62;14.58;0;GBP;0;;;;;
Tea & Trade Ltd.;0;2;;2023-10-31;35b04346d632c93242fbb886460447de;1;0;0;BILL_TO_CUSTOMER_NAME 002;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 038;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 002;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 038;GB;3SK12112BB40;0;0;0;4;0;0;0;65.07;260.28;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2023-12-15;35bfabf7e8af704513083b0c91b8e23a;1;0;0;BILL_TO_CUSTOMER_NAME 002;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 038;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 002;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 038;GB;3SK1211-2BB40;0;0;0;4;0;0;0;66.2;264.8;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-02-14;35e53789138416c84668db8bf34e5c17;1;0;0;BILL_TO_CUSTOMER_NAME 033;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 025;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 033;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 025;GB;3SU1400-2AA10-1BA0;0;0;0;1;0;0;0;2.84;2.84;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2023-11-02;3609d5bb9252baf5643c3eb7f3b6985a;1;0;0;BILL_TO_CUSTOMER_NAME 033;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 025;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 033;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 025;GB;3SU1050-4BF11-0AA0;0;0;0;2;0;0;0;12.88;25.76;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2023-11-10;362ab7b877abacbdac2bd7b865741257;1;0;0;BILL_TO_CUSTOMER_NAME 026;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 011;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 026;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 011;GB;3SU1803-0AA00-0AB1;0;0;0;1;0;0;0;7.79;7.79;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-09-26;3677a06869e534e92922edb8981488de;1;0;0;BILL_TO_CUSTOMER_NAME 019;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 014;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 019;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 014;GB;3SU1052-2BL60-0AA0;0;0;0;3;0;0;0;5.45;16.35;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2024-01-16;36a4bfecb04bf70f91b120bd310a0a09;1;0;0;BILL_TO_CUSTOMER_NAME 030;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 033;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 030;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 033;GB;3SU1400-1AA10-3BA0;0;0;0;80;0;0;0;2.39;191.2;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-05-13;36aa3011074e3791ae4e53bdc0a0f787;1;0;0;BILL_TO_CUSTOMER_NAME 019;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 014;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 019;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 014;GB;3SU1200-6KB10-1AA0;0;0;0;1;0;0;0;17.55;17.55;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-05-15;36bb3ab72f20274c377f2bd2aaa4cd32;1;0;0;BILL_TO_CUSTOMER_NAME 031;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 049;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 031;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 049;GB;3SU1400-1AA10-1CA0;0;0;0;9;0;0;0;2.33;20.97;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-05-03;36c0037c2a7f28f8db1ce2b08a832131;1;0;0;BILL_TO_CUSTOMER_NAME 053;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 039;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 053;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 039;GB;3SU1401-1BB40-1AA0;0;0;0;4;0;0;0;3.74;14.96;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-03-11;36dab21e8179156e7372c9cffd70e05f;1;0;0;BILL_TO_CUSTOMER_NAME 017;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 023;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 017;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 023;GB;3SU1801-0NA00-2AC2;0;0;0;1;0;0;0;33.19;33.19;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-05-10;36e1f25984a7adc0a26e074c459b4d8f;1;0;0;BILL_TO_CUSTOMER_NAME 024;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 054;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 024;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 054;GB;3SU1400-1AA10-1CA0;0;0;0;1;0;0;0;2.33;2.33;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-04-26;36e7dbb1d4b41c7e163455c75206071d;1;0;0;BILL_TO_CUSTOMER_NAME 030;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 033;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 030;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 033;GB;3SU1051-0AB60-0AA0;0;0;0;10;0;0;0;3.55;35.5;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-07-16;36ea9bd90090bdd07c44b193e03ab53e;1;0;0;BILL_TO_CUSTOMER_NAME 005;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 003;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 005;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 003;GB;3SU1400-2AA10-1BA0;0;0;0;2;0;0;0;2.84;5.68;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2023-11-23;36fad6539191ceff2c00b7e1db07b9b5;1;0;0;BILL_TO_CUSTOMER_NAME 010;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 009;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 010;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 009;GB;5SY4110-7;0;0;0;3;0;0;0;10.05;30.15;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2023-11-23;36fad6539191ceff2c00b7e1db07b9b5;2;0;0;BILL_TO_CUSTOMER_NAME 010;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 009;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 010;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 009;GB;5SY4110-7;0;0;0;1;0;0;0;10.05;10.05;0;GBP;0;;;;;
Tea & Trade Ltd.;0;34;;2024-03-04;36fb2b3c6c90cb40308ebd41d8815e12;1;0;0;BILL_TO_CUSTOMER_NAME 036;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 018;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 036;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 018;GB;3SU1052-2BL60-0AA0;0;0;0;1;0;0;0;5.45;5.45;0;GBP;0;;;;;
Tea & Trade Ltd.;0;22;;2023-12-06;37336a265c8325168d34b9c3bd54c995;1;0;0;BILL_TO_CUSTOMER_NAME 020;0;0;0;0;BILL_TO_CUSTOMER_ZIP: ID 043;GB;0;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 020;0;0;0;0;SHIP_TO_CUSTOMER_ZIP: ID 043;GB;3SU1400-1AA10-1BA0;0;0;0;2;0;0;0;2.33;4.66;0;GBP;0;;;;;
